True	Predicted
2.9834 6.8165
1.2627 1.4689
2.8921 2.9206
1.6577 1.8659
6.7279 6.9526
7.0943 6.8694
71.9238 74.7003
3.5863 3.5749
1.0250 2.7049
1.1664 1.0064
0.2101 0.7429
1.7653 1.0594
4.2250 4.2776
0.8189 0.7511
87.8781 78.2120
6.5816 8.5425
17.0159 10.5193
2.1171 2.8441
5.3411 3.7126
6.3190 6.2353
0.2848 0.2792
52.5947 91.0261
0.9863 1.0942
4.2997 4.5264
0.0508 0.2340
19.1990 9.6884
5.0854 5.4324
3.7059 3.2371
2.9990 2.7303
3.2723 4.5123
6.6138 4.5264
5.3565 5.3898
6.6251 3.2754
9.4827 6.9688
2.0182 0.3452
0.6513 1.3092
3.9167 3.3102
2.4680 1.8586
1.2821 0.7429
23.0872 44.1677
0.3866 0.3888
96.3504 96.0350
8.4670 10.2322
7.1866 4.9923
0.8673 0.9412
29.5196 44.1677
85.1045 79.8341
72.4733 72.5363
36.8611 44.1677
1.3152 1.7392
3.0704 3.2754
0.9837 1.8881
63.5832 76.3199
35.7644 24.8260
0.7687 1.1765
4.2110 4.6949
2.6815 3.1298
1.1621 4.1424
5.7957 5.9242
1.5997 1.2585
7.2950 5.5996
6.3739 6.5834
3.4170 3.5860
1.8240 1.8633
1.7462 0.9275
5.8009 5.8363
2.6369 3.5749
13.4461 24.8260
6.2356 5.9242
2.3933 2.2101
5.1533 1.7452
84.8531 84.0819
3.8745 5.1733
1.1189 1.2233
0.4006 1.5784
3.9673 4.5653
2.0563 1.4709
3.7907 2.5263
1.2233 1.1765
3.5223 5.3898
0.9743 1.0811
119.4969 127.8911
12.0042 11.5674
0.2475 0.3452
14.8040 23.6170
15.7813 10.9073
1.9572 1.7839
0.5538 0.4942
0.3803 2.3729
7.0075 5.6161
3.9599 3.9132
4.6079 5.4400
2.7628 2.8441
62.2812 70.6610
1.8883 2.2326
6.1623 6.1363
11.1303 5.5366
0.6258 0.2667
3.7493 3.5178
0.8610 0.4942
1.0097 1.1101
24.8288 11.5674
3.1275 3.5569
0.4143 -0.0301
18.0089 24.8260
5.4938 7.4666
3.0704 3.2754
4.0778 1.0902
7.3116 6.9885
42.5679 69.9453
0.5361 0.5030
0.4820 0.9275
1.3600 1.1765
4.9828 4.6949
1.0338 5.6689
4.4508 2.8441
3.6104 6.9688
1.2405 1.2465
6.1217 5.9441
2.2996 1.4709
38.6368 44.1677
2.0921 2.8441
2.3564 3.3883
7.6969 7.6117
0.3212 0.2792
74.7401 76.2505
63.8181 68.7894
1.4910 2.2418
2.1230 2.1374
30.8135 69.9453
7.9021 4.6379
2.8865 0.6703
0.1929 -0.0328
8.7406 4.4951
3.4667 2.5548
3.4728 3.0409
4.8945 4.4647
3.2424 2.2797
1.9064 1.6409
0.7974 0.7367
2.9293 3.0723
95.2926 95.2944
107.2935 102.2561
4.2017 4.6543
9.8565 9.6552
3.3286 2.1942
2.7595 6.8165
3.7974 3.1539
0.6950 0.6335
4.4944 3.2872
2.1673 2.2101
2.5380 2.8602
4.3290 3.0723
50.9563 69.9453
3.1357 2.5548
33.3339 69.9453
8.9547 8.5425
56.3570 78.5152
1.2251 1.2876
1.3326 1.7839
0.5158 0.3025
2.7253 2.2326
2.0900 1.2055
1.4020 1.5784
26.9424 44.1677
1.8416 2.1374
4.2747 4.2478
2.8422 3.1298
5.1676 4.4647
5.0506 3.3883
4.7288 3.6943
4.0704 2.9127
3.7227 4.4561
0.2260 2.4546
86.0909 76.2266
4.3399 4.5264
2.3804 2.0658
2.4618 2.1693
7.0966 7.0007
58.4402 76.2365
1.9706 2.1374
2.9499 2.8602
1.1621 4.1424
6.2173 6.5756
4.2534 3.2748
10.2570 10.9228
95.7878 71.2773
2.8257 2.8269
19.2918 24.8260
77.9740 90.7617
4.1549 3.5860
0.0311 0.3857
3.1924 2.2797
3.1574 3.1345
136.6765 127.8911
6.4030 4.6217
0.7109 0.7367
9.4844 5.9242
10.0992 6.9885
0.4572 0.9847
0.2887 0.4956
1.3608 1.3281
2.0206 1.7848
7.3249 5.1733
0.0831 1.5500
3.2484 2.7032
2.1789 2.2724
1.7845 4.8949
2.1107 1.2585
0.4179 0.9429
2.4025 1.0811
82.0423 70.3846
5.3969 6.5301
7.4946 6.1363
11.6831 7.7031
5.7284 6.9688
11.5499 10.9228
1.7756 3.0409
4.8429 3.2748
43.3514 76.2365
0.1243 -0.1760
1.9852 1.8586
2.2832 1.7839
7.4403 6.8694
9.2669 10.5193
5.1826 4.4951
1.1608 0.8452
4.7240 4.6543
9.1019 23.6304
0.3115 1.4689
3.6341 3.3266
5.0624 4.5221
0.9770 0.8651
0.8199 0.6703
0.6552 0.4956
1.4087 0.8724
54.1173 26.3581
2.1605 2.0658
85.0101 82.3233
5.6048 6.6438
85.0101 82.3233
14.3211 23.6949
1.7734 1.7452
3.2240 3.2371
128.5947 113.7030
138.2089 133.2812
1.2772 1.2585
1.8885 2.7032
0.9544 1.4825
2.2009 1.3949
45.5174 68.7894
18.3893 44.1677
42.9506 69.9453
10.9112 6.9526
1.8206 1.8883
13.3999 7.2528
31.3476 72.8109
8.4120 24.8260
1.8052 2.8602
1.8331 2.2418
75.4579 78.3601
0.9371 0.6703
0.2846 0.5030
1.6958 2.1308
6.6501 7.0007
7.4197 7.6117
3.2389 2.9902
88.0369 79.2651
0.1020 0.2821
13.8511 11.1923
2.7213 2.9902
1.7915 1.4133
8.2423 6.7226
16.5251 24.0810
4.2821 3.7126
1.4536 1.7839
0.2293 -0.0353
0.2742 0.3025
2.1282 1.8883
8.9202 7.5677
9.0045 6.9526
0.2646 0.3826
5.7915 3.2754
1.9363 2.1308
0.3554 0.3826
0.1832 0.3067
4.7349 6.2353
2.6847 2.7049
2.3129 1.2233
1.2942 2.2724
1.6318 5.4241
1.2415 1.0942
152.5649 100.9446
3.1183 12.4370
0.9673 0.8580
0.4146 1.1101
6.2551 6.6438
5.1939 4.6217
8.5989 5.6118
0.4037 0.2810
0.7467 7.7031
11.9135 5.6118
3.5030 2.2724
9.3124 9.6552
0.6943 0.8844
103.9226 78.7501
1.5954 0.9412
3.7232 2.4546
2.7976 3.0723
2.0921 2.8441
6.5020 5.4324
0.0793 2.1693
1.3918 1.7848
0.3498 -0.0015
10.2613 6.5756
7.0952 6.8694
119.4751 104.4867
0.4505 0.3067
50.4220 76.2365
1.7252 3.9132
0.0152 0.2667
0.2287 1.0736
0.3685 0.2340
5.4210 4.5123
3.9540 4.2478
7.6831 7.2528
1.3736 1.2585
0.9345 1.3281
2.0331 2.1693
2.8447 3.0723
3.5904 1.4689
3.3227 3.1539
3.2127 3.5569
8.9051 6.6438
8.1890 7.5677
4.1098 4.2478
2.8805 1.5177
4.6141 3.2754
2.1591 9.6884
5.8428 5.8363
0.5448 0.5202
1.5046 1.4689
0.6797 2.2797
2.7904 3.1345
3.7805 2.1987
3.4771 2.9902
1.4805 1.2857
7.1015 4.5123
3.8777 5.6161
1.4910 1.8659
1.4522 2.2418
1.9703 3.1237
13.4339 7.7031
3.9500 3.7126
0.4006 0.3826
6.8047 5.5366
0.5137 0.3452
3.3587 2.8602
0.4943 2.4107
4.8215 11.1923
2.6597 1.9817
3.6602 4.4647
9.1588 23.6304
5.3229 5.1733
4.5003 6.8165
89.1801 70.7327
3.1370 4.6543
1.0172 1.5177
1.5297 1.4825
0.5478 0.2786
1.8596 0.8580
2.1512 3.3394
4.8133 3.5511
4.7652 5.6161
4.5989 4.4561
27.3415 69.9453
2.5073 2.5263
4.3874 3.7446
98.7815 107.3543
3.5163 5.6161
0.3816 0.8844
1.0729 2.7049
4.9192 5.4324
0.9261 1.4133
3.1227 2.0525
4.2122 3.6943
14.0350 23.6170
88.5763 76.2365
2.3501 2.9206
3.8934 4.2545
8.4795 6.5756
128.5947 113.7030
1.2972 1.4689
6.4948 6.7226
1.2265 2.2724
2.9805 4.4009
0.2825 0.6335
155.6185 127.8911
0.5815 0.4956
26.1746 23.3869
0.8977 0.4956
2.4661 6.9575
1.7335 2.2797
3.3249 3.1298
5.0078 5.4241
0.3753 0.6351
1.7463 1.7298
0.9454 0.7743
7.8905 8.5425
1.0723 1.1965
3.0646 2.9206
0.7900 1.0539
4.5943 6.2353
3.1725 6.9575
18.8791 69.9453
2.4316 2.4107
4.1400 3.8038
2.5319 2.2797
4.7961 4.8949
72.4733 72.5363
6.0016 5.6693
3.6116 3.2748
73.2621 69.9453
0.2821 0.2821
2.2226 4.9923
16.7593 10.2322
7.4137 6.5834
100.0642 100.5768
1.0705 1.1717
2.6209 2.4107
0.7820 1.0902
4.3034 4.2776
0.3496 0.5393
11.6918 22.6081
4.5923 5.6693
2.5918 3.3102
4.4966 1.8633
4.8701 4.5123
3.0848 3.4072
1.6130 1.6409
0.6118 0.4853
3.3136 3.0656
3.5156 3.2748
117.5269 100.9446
3.3938 3.1539
2.6610 3.1090
1.2841 0.9429
54.5816 69.9453
0.0353 1.0811
19.7355 44.1677
3.0825 3.1237
1.2405 1.0064
0.1848 0.8452
0.6010 1.2055
0.3897 0.4853
122.2885 96.0350
119.3758 113.7572
1.6606 1.0811
2.0431 1.0902
0.6985 0.3888
4.2464 4.5264
0.9007 1.5177
1.6530 1.4942
30.9547 44.1677
8.8727 9.6884
1.0288 0.9847
1.5713 1.2876
0.6170 0.2821
1.5630 0.8580
1.6926 1.0539
0.9391 1.9817
8.4896 7.2528
7.6459 6.1363
5.1019 5.9242
2.5744 2.7032
1.5021 2.9902
0.8340 0.5030
2.6822 1.4689
0.6518 0.6703
3.2588 1.7301
0.1122 -0.1932
0.8509 0.9412
8.5698 6.8694
39.2148 44.1677
3.3578 0.6351
2.4699 3.1090
2.6921 3.1152
1.7741 3.1298
2.1982 2.7032
5.0627 4.1453
2.2568 1.2233
2.5085 2.5337
5.3763 4.9923
1.5713 1.2876
2.5986 2.5492
0.3669 0.3452
0.5437 0.9010
46.1727 79.8265
1.6697 0.9041
5.0384 3.1189
2.2752 1.8883
4.3027 3.3266
2.3156 2.8173
4.2515 4.5264
1.2398 1.8659
3.2637 3.5188
3.2950 4.6011
1.7721 1.7848
3.3029 5.6161
54.8950 69.9453
2.1196 3.0409
2.7391 3.0865
0.6543 0.7511
4.4311 3.2371
1.5695 2.1693
0.6812 0.9382
4.5333 4.5653
7.5311 6.5301
5.0633 4.9923
67.4837 74.2037
7.8523 6.5834
4.7210 5.6161
2.3573 3.8038
1.9787 2.0658
0.4730 0.7511
1.8789 1.8883
0.1259 0.2667
1.7894 1.4825
1.2070 1.5784
1.0075 1.0539
2.1466 2.7156
1.0288 0.9847
7.8017 7.2528
10.9100 11.3848
7.7612 4.1424
1.4683 0.8001
0.2771 0.4877
2.1703 2.3729
0.0721 0.2786
23.5633 24.1374
1.5087 2.2724
4.4486 4.6949
2.4704 2.1374
3.0422 2.9127
0.5753 1.3092
3.4192 2.2418
2.4786 2.7049
2.1017 5.6693
3.4621 3.3883
8.1879 44.1677
1.8110 2.0658
1.3506 1.5177
3.5017 3.5178
3.7126 3.2748
4.0030 3.1345
107.3765 101.2369
2.7241 3.7446
0.2511 0.2340
0.4006 1.5784
64.0384 84.0420
5.8555 5.6693
4.9687 5.4400
4.3600 3.1237
1.0802 1.7452
1.9426 1.2465
4.5783 6.1363
125.2658 127.6420
1.3636 1.3067
93.2147 102.2561
3.0028 3.5731
1.4598 1.8633
0.0688 0.7429
1.6106 1.2233
3.0126 0.6351
6.4841 5.5828
5.1936 6.5301
70.1390 70.7327
1.2150 0.9382
6.3408 5.3898
3.5854 3.0865
4.6440 5.4241
6.0556 7.4666
3.4981 3.8038
1.3600 1.1765
2.9961 2.2724
3.7740 1.3281
0.1151 0.2810
0.8656 0.8651
1.8145 1.0811
3.2115 2.2418
0.8110 1.8586
2.3944 1.8633
2.4545 1.8304
0.8607 1.7999
3.6770 2.5492
85.0903 104.4867
6.6925 7.0007
1.2246 1.4689
16.1404 10.5193
2.4280 1.7760
0.6593 2.9902
60.4231 69.9453
2.0647 2.9658
0.4725 2.2724
15.0483 11.3848
1.1857 1.8304
0.2647 0.7743
0.1266 0.8580
7.1636 6.9575
81.2320 112.7543
54.5750 69.9453
7.0992 7.7031
2.5073 2.5263
4.6667 5.9441
10.2796 23.6170
2.5323 1.7392
0.9348 0.4853
11.3388 7.6117
4.3410 4.4647
3.1711 4.4951
1.1839 1.2857
13.0333 9.6552
94.7945 91.0261
8.0572 4.6396
11.7065 7.2528
13.9048 10.2322
4.4722 3.2754
0.8045 0.9412
0.6502 0.9275
89.1801 70.7327
3.1050 3.1152
2.3440 4.5123
6.3446 6.7226
2.3294 2.2797
3.2511 3.5188
0.0094 0.1763
3.0126 0.6351
88.5763 76.2365
31.9333 44.1677
115.0609 114.5907
37.9187 44.1677
3.6043 2.6702
0.0726 0.2810
1.0259 1.4133
6.1193 4.2776
0.3181 0.2792
62.1907 69.9453
4.3206 3.9132
7.5891 6.9526
20.1329 23.1979
156.8002 102.6278
0.7711 1.5784
9.4956 44.1677
44.1580 5.4324
8.7406 4.4951
2.8481 4.2776
6.4650 7.5677
0.0161 0.2340
4.6827 6.8694
3.4667 2.5548
73.8948 69.9453
0.1374 -0.2824
9.8217 8.5425
1.7028 1.2055
0.1504 0.9010
6.2864 7.4666
6.1363 5.6693
3.8210 4.4025
3.4538 4.5653
0.4138 0.2667
0.1487 -0.0173
9.0552 9.6552
1.1839 1.2857
58.8949 77.0430
1.4957 1.7839
7.8971 7.4666
0.9206 1.4709
7.5883 9.6884
1.3222 1.5500
15.1186 69.9453
5.2374 4.6011
0.1063 0.1763
1.5997 1.2585
4.2781 4.9923
4.5502 3.7446
7.5195 7.8675
4.2499 3.3883
7.7770 7.7031
4.9689 5.5996
1.6186 1.8633
2.6734 3.5731
8.4497 6.9575
4.8325 4.8949
0.1978 0.7511
9.5431 7.7031
6.4235 3.5749
1.1499 0.9412
8.4614 6.5756
1.8904 1.3281
8.1418 3.5569
2.7914 3.1152
15.4571 24.0810
0.1222 0.8580
0.3851 0.4853
3.3557 2.7049
1.9366 1.8633
1.1707 0.4942
6.3318 6.5301
4.8598 4.6217
0.6880 0.5030
0.9060 1.7298
6.2913 4.6396
3.9322 4.5123
0.0611 0.3826
2.3973 2.1374
70.5599 78.3613
3.5374 3.5860
1.2376 0.9847
7.1676 7.0007
146.7614 101.2369
0.9960 0.8651
0.0780 2.2101
2.3458 2.2724
4.9773 6.2095
2.0796 1.9817
0.5001 1.8586
3.0017 4.9923
0.2133 0.7511
2.0111 2.8173
2.2957 2.6702
7.1359 6.2353
4.7087 4.6949
6.9170 6.9885
45.5529 69.9453
1.8472 1.1717
0.6564 0.8452
13.8980 24.1374
9.7868 7.5616
2.6865 2.7032
0.9215 1.3080
80.4445 81.6158
1.5840 0.8001
2.4174 3.1539
6.4089 6.9575
2.8513 2.8269
2.8724 3.5178
4.4887 4.9923
19.3064 69.9453
83.7569 102.6278
15.3418 10.5193
9.3450 44.1677
3.5650 3.5860
4.4112 4.4647
1.7536 0.7367
4.6134 2.5337
1.4139 1.8881
6.5013 6.1363
3.0208 4.2545
9.0086 6.5301
13.7555 10.9073
2.2826 1.3067
10.1487 6.8165
2.1653 1.2857
0.5815 0.9041
4.2561 3.7446
127.7155 91.0261
3.2185 4.6396
6.3811 6.9688
26.8796 23.6949
1.5128 1.2876
3.9114 4.4951
2.5867 2.5548
8.3436 9.6884
1.3736 1.2585
1.6928 2.8441
0.4648 0.6335
1.4898 1.7760
4.9940 6.2095
2.5088 2.7156
0.7592 1.2857
3.1298 4.8949
4.4632 2.7156
0.4975 0.2786
2.2759 1.7760
10.3750 9.6552
4.1926 5.6161
0.6646 0.8724
6.1501 5.9441
17.2716 23.3869
4.4936 4.4951
102.9152 102.9244
78.8560 70.7327
0.2884 0.6504
3.5449 4.0258
0.4907 0.9847
47.1796 70.3846
4.1362 4.0258
5.5259 4.5221
80.0261 79.2651
2.3891 2.5492
3.5181 2.2101
2.3901 2.2326
1.6753 1.7760
4.2605 4.4951
7.3004 6.6438
1.0730 1.5177
18.3278 11.3848
48.3546 76.2365
0.5723 0.4942
1.5954 0.9412
10.7548 11.5674
0.4745 0.1763
3.6290 2.5492
33.7383 101.2369
113.0949 113.1006
3.9755 3.1090
1.7680 1.5784
1.1754 0.9429
1.1885 1.4133
5.5539 4.4933
1.5967 1.7301
31.7216 24.8260
5.8338 5.9242
1.7304 2.7032
1.2902 1.7943
4.8073 4.5123
4.3477 4.4647
3.7839 3.7126
20.1329 23.1979
0.4052 0.4853
0.6775 1.0902
22.3208 4.9923
4.8938 4.6011
0.7830 0.9041
1.1195 1.1765
1.2833 1.2857
13.1245 11.1923
0.4137 0.5393
0.5460 0.4853
75.4579 78.3601
13.6280 12.4370
0.3615 0.9041
22.3247 7.2528
2.0236 1.7301
1.2581 0.5393
3.4986 2.9902
1.3353 0.8651
4.4425 4.2545
5.9620 3.7126
9.1028 6.5756
27.5187 44.1677
1.8067 1.9817
1.5928 1.7298
2.5102 2.2724
7.9989 5.6161
96.3821 81.3910
7.0929 7.2528
0.4338 0.6504
11.6918 22.6081
1.0160 1.0811
69.9458 69.9453
4.8962 4.5264
2.5453 3.0656
3.8598 3.8038
2.6433 2.0658
1.3143 1.0594
10.2138 7.6117
7.4393 5.8363
2.5667 4.5123
3.7616 4.2478
128.2951 95.9434
5.8795 10.9073
1.7257 2.2797
4.3469 3.5569
2.2474 1.7839
5.2968 4.5264
0.4664 0.2579
1.6056 1.3092
87.8781 78.2120
112.3729 112.7543
4.8172 3.8038
3.7655 4.6949
12.4413 0.7511
3.6281 4.5264
94.5514 84.0819
5.8477 6.7226
5.9729 5.6161
5.3341 3.7126
1.0583 1.7298
2.1326 2.2326
10.8569 23.6949
10.4943 10.5814
105.1571 119.8004
6.4558 6.6438
3.1725 6.9575
103.5934 98.4719
1.5788 1.0064
0.8090 0.9041
9.3201 7.7031
0.5059 0.4956
5.7532 5.5996
0.7371 0.7743
2.3156 2.8173
7.8907 6.9688
2.2896 1.7848
2.4610 3.3266
3.9342 2.9902
1.2411 0.9382
12.7069 10.9073
4.8562 4.8949
6.0624 5.5996
5.1676 4.4647
4.2653 5.5366
0.7813 1.3080
1.2217 1.2857
0.5299 0.4956
2.4096 2.1693
3.0745 3.0865
1.0228 1.2857
5.6796 5.6161
83.5470 91.0261
5.7904 5.3898
3.2050 2.4107
4.9981 5.3898
0.6154 0.7367
4.5874 4.4951
5.7304 6.7226
4.9957 2.9127
0.5892 1.1965
2.1985 2.5337
78.8742 100.9446
107.1534 90.6504
105.0974 90.6504
4.5887 3.0182
3.3768 2.8269
0.3634 0.3025
2.0647 2.9658
4.6599 4.8949
122.3198 95.7087
0.7408 0.8651
0.3450 0.4956
2.2591 2.0525
0.5830 0.9010
128.9419 127.8911
5.0072 5.9441
27.9403 26.7902
4.0525 4.6396
0.1161 0.2792
82.1567 100.4682
1.2563 1.8586
7.3324 6.6438
11.7038 10.9228
2.4702 7.4666
1.9656 1.0064
4.7515 5.5996
0.5120 1.2055
3.0154 2.9658
1.6028 1.8304
1.9322 1.6409
1.6360 1.3281
2.3475 2.9902
0.1123 0.2667
4.9840 4.5264
0.9989 1.4942
4.1378 2.9658
1.4154 1.0736
0.0120 -0.0904
1.1761 1.1765
2.6676 1.1765
3.5472 3.2748
0.7610 1.0902
5.6167 5.6161
4.7335 3.1237
2.0222 2.2724
3.2196 3.0182
5.4186 5.1733
1.0807 1.4689
3.1905 3.3102
2.9290 4.5123
74.5194 93.4277
3.8600 3.1298
0.1410 0.8580
1.2618 0.8724
4.2872 4.4009
1.7655 1.7999
68.7931 68.7894
5.3030 6.1363
50.6065 80.2741
6.9760 6.5756
4.9292 1.1101
3.4046 4.4933
78.8896 69.9453
47.3297 76.2365
2.5148 2.2797
2.0517 2.5263
2.9361 3.1237
6.8455 7.0007
2.3154 3.1189
0.7807 1.0736
3.9567 3.1090
43.7173 44.1677
8.3903 4.6543
0.5495 0.2792
4.2581 3.4072
74.5194 93.4277
3.3961 4.6217
3.7496 3.1189
3.6356 4.5123
3.6333 2.9902
4.4586 3.3394
1.0910 2.4546
0.9278 1.0539
1.5032 1.4825
2.2027 4.5221
2.5410 5.4241
4.7823 4.6949
101.7293 101.4490
5.8655 4.4951
2.9770 2.7156
0.8341 0.5202
1.7030 1.8304
1.2717 2.5263
2.1466 3.2371
9.2960 10.5814
0.9456 1.9817
1.3803 0.5393
0.1693 0.2579
2.6183 4.6011
133.1963 114.4563
1.8239 2.9902
84.1860 98.4719
3.2615 3.0656
77.9794 78.0750
3.0934 5.8363
2.4622 1.4133
1.7176 2.0525
1.2643 1.2465
63.1101 71.0907
2.6968 4.6379
3.1227 2.0525
3.0563 2.9902
96.3323 74.7556
7.1015 4.5123
0.4804 0.8673
3.7295 4.4561
1.4052 1.0942
1.7566 1.3092
0.7264 0.5393
3.7685 3.3394
3.4538 4.5653
7.1240 3.5860
3.4994 4.5221
0.3006 0.3452
1.2947 0.4877
89.4190 77.3462
0.4625 0.7511
14.8085 10.5193
0.5420 0.1763
6.2982 6.6438
6.4159 5.4241
6.5020 5.4324
1.7794 3.0723
5.9927 4.5653
1.1378 1.0942
1.8755 1.7760
1.8659 1.0902
1.2534 1.2055
3.0791 2.2326
4.2074 4.4933
1.3035 1.4689
87.3407 71.2773
0.5637 0.2792
3.8646 3.3394
0.7865 1.4942
7.5311 6.5301
4.9765 5.9441
116.0571 114.4563
0.5098 0.4956
37.5028 76.2365
1.4973 1.4825
0.6285 0.3067
1.8580 2.1308
0.8170 0.8001
5.7174 5.5996
3.3911 3.7126
38.6368 44.1677
73.6738 81.0449
0.5645 0.6335
6.5606 6.6438
2.0674 2.5263
0.0909 -0.0925
0.4592 0.7743
2.4600 4.4025
34.7011 76.2365
3.7255 2.1308
1.1636 0.4877
3.9591 4.4025
40.0740 74.7556
80.3377 90.7617
16.7159 23.1979
71.1874 44.1677
0.7881 0.3826
6.3803 6.6438
0.2018 0.8452
10.7399 11.5674
6.5070 4.5264
54.3776 102.2561
3.1215 3.0865
3.7057 1.7839
0.7070 0.4942
6.2567 5.4324
4.3869 2.8441
4.1435 4.4009
5.4584 4.6949
5.0633 4.9923
6.7140 6.5756
0.4386 0.8580
2.6404 3.5803
11.7038 10.9228
0.3895 1.3281
5.3805 6.5834
3.0217 3.3266
90.4431 79.4156
4.1332 5.5366
8.2255 6.5756
5.0366 4.1424
1.7799 1.4709
4.8576 5.6689
7.9972 5.9242
2.1909 1.7298
6.3629 4.2478
4.0357 6.2353
1.9835 1.7943
7.1039 5.9441
0.6096 0.8782
1.1611 1.4689
2.2694 1.7848
4.9457 6.5834
0.7407 1.3067
1.1778 0.2288
3.4626 5.4324
4.0356 4.5123
68.2454 79.4156
2.9243 3.0656
2.8660 3.1298
4.0778 1.0902
0.6943 0.8844
1.4421 0.9010
1.1636 1.7760
11.6917 11.5674
2.2599 2.7049
4.9292 1.1101
2.4295 4.9923
1.0331 1.3092
2.9478 3.1539
4.1890 2.5337
8.4131 7.0007
0.5920 1.0942
2.3873 3.1090
0.8966 1.3281
146.7614 101.2369
0.6443 0.8782
6.8733 4.2545
3.1292 4.1453
5.1173 3.1237
91.5073 90.7617
70.2369 77.0430
6.3178 4.6379
4.5469 2.5263
0.0564 0.2667
101.5549 113.7030
28.6996 44.1677
5.1828 4.1424
2.5852 1.7760
9.5523 8.5425
0.7772 0.8651
26.1707 44.1677
5.2508 4.5264
0.0055 0.5202
1.6313 0.9429
0.6593 2.9902
1.4973 1.4825
3.5032 4.6011
5.7238 4.6396
1.3626 3.2371
3.4305 4.4009
1.3002 1.4825
6.9482 6.7226
82.1955 80.2741
6.1640 4.8949
4.8133 3.5511
33.1247 44.1677
0.3511 0.8001
1.5669 1.1316
2.5410 5.4241
96.7292 86.6566
1.0766 0.8844
1.6646 2.8602
2.8457 2.1308
0.0706 0.2821
1.2988 1.7301
59.4721 69.9453
0.0548 0.4942
113.0949 113.1006
1.2788 1.7839
2.5604 3.1090
3.1489 5.4400
3.3227 3.1539
1.9714 1.3067
101.2812 78.2120
0.7300 0.3826
69.9458 69.9453
1.0866 1.0539
6.1363 5.6693
7.4028 4.5653
5.5608 6.8694
18.3893 44.1677
1.7378 1.3092
2.5702 2.7303
0.6132 1.7298
2.9687 2.4107
1.1608 0.8452
127.1368 124.9740
8.0948 12.4370
65.9839 78.6319
95.2926 95.2944
1.6980 1.7943
0.6739 0.9010
0.9781 1.5500
113.1668 112.6728
2.2015 4.4951
1.8488 1.7848
4.9589 4.5221
10.6224 10.5193
2.8181 3.5731
0.4453 0.3888
3.4898 1.5500
1.5429 1.7301
1.2852 0.8782
7.2918 7.6117
1.3343 2.2326
6.4602 6.9885
0.3864 1.0942
3.9670 3.1237
0.0055 0.5202
8.5621 6.8165
1.0080 1.0539
4.2119 4.5264
75.5975 92.4939
4.7322 2.1374
153.7661 127.8911
0.7047 0.9847
23.2880 44.1677
2.6233 2.7049
21.9646 23.3869
4.2543 6.6438
72.2878 73.1390
0.6143 1.0811
1.0160 1.0811
0.8494 1.2857
5.2672 5.6118
1.9263 1.0811
2.9761 2.9466
1.1026 0.8673
0.0455 0.1763
95.2926 95.2944
2.2298 2.8269
0.8160 0.7743
2.6459 1.5177
7.8435 7.0007
14.2886 22.2545
3.7364 3.7126
0.1012 -0.1048
6.0344 4.5221
39.1566 69.9453
15.7813 10.9073
3.8639 4.0258
2.9423 3.7126
1.2216 1.0539
0.3420 0.4853
119.3758 113.7572
1.0110 0.3067
0.7840 1.2585
1.5235 0.9429
7.5900 3.4072
2.8246 3.1539
1.2286 1.0811
2.5612 2.5337
4.1854 5.6161
24.8327 23.6304
0.8820 0.3452
88.0369 79.2651
0.9991 2.1374
0.0169 0.8782
0.2058 0.6351
0.0372 0.2340
0.1029 0.1763
1.8520 2.1942
0.7467 7.7031
8.3842 6.5301
3.4569 3.0182
7.3722 6.6438
1.3490 1.7301
0.1262 0.6504
5.5325 3.5178
4.8805 3.9132
3.7760 3.0865
0.1189 -0.0002
0.3165 0.5393
2.1618 1.4825
0.5861 0.2579
1.9343 1.2055
1.0723 1.1965
1.5636 2.1374
2.4294 3.2754
25.5086 24.8260
2.6113 1.4942
0.6203 1.0902
3.3029 5.6161
2.3564 3.3883
27.8318 69.9453
3.9117 3.9132
77.8945 90.3624
7.8085 7.5677
3.4576 2.7032
38.2079 101.2369
8.8313 5.6161
3.6324 4.4951
2.5524 2.9206
6.0003 3.5731
3.1778 4.4951
89.7076 123.8468
8.0916 5.8363
0.4278 0.8651
0.9292 0.6335
122.3586 93.4469
3.2172 5.4400
3.7796 2.4107
2.7145 2.8269
69.5188 77.3462
3.0586 4.0258
2.8873 2.5263
3.7259 3.3883
1.4904 1.7760
1.7537 2.0658
43.9644 69.9453
0.9136 2.4546
1.1151 1.4825
2.1310 3.2371
0.5290 0.1763
0.1366 0.1763
1.0741 1.3281
2.5452 3.2872
2.4035 2.1693
2.2790 24.8260
1.0431 0.8001
3.0934 5.8363
4.1335 4.6396
1.6702 0.6335
0.2454 1.0736
69.6589 70.3846
2.1177 2.2326
3.3226 2.9127
3.8425 3.5188
60.4274 74.7003
0.9130 0.9041
85.2821 79.8265
0.0793 2.1693
4.9279 5.4394
3.1013 2.5548
1.5616 1.2154
0.8064 0.7743
15.9336 24.0821
10.1464 69.9453
0.4123 1.2465
5.4873 4.1453
4.6745 4.6949
11.4942 24.3295
1.3423 1.7999
15.8100 25.8232
3.6803 3.0865
1.3896 1.7760
5.8428 5.8363
3.1493 2.4107
1.8766 1.9817
5.9139 4.6011
7.6730 5.9242
9.0881 7.4666
95.3066 109.0902
4.8305 4.4933
1.4796 0.8580
2.1560 2.7303
4.8256 4.9923
2.7253 2.2326
53.5149 76.2365
0.0678 0.5393
4.4244 3.1090
2.5200 2.8269
